year	month	day	hour	minute	sec	lat	lon	depth	mag
2023	 8	22	21	18	 0.7	 10.495	 -62.317	 20.5	2.2
2023	 8	29	12	21	53.1	 10.989	 -62.117	 33.8	2.8
2023	 9	 4	01	22	11.6	 10.901	 -62.486	  0.0	4.2
2023	 9	 4	01	22	11.1	 11.005	 -62.228	122.0	4.3
2023	 9	 4	01	22	11.0	 11.004	 -62.231	125.7	4.6
2023	 9	 4	22	47	 9.8	 10.970	 -61.978	  2.7	3.0
2023	 9	10	11	34	32.1	 10.727	 -62.201	 75.3	4.0
2023	 9	14	15	58	35.1	 10.653	 -62.362	  5.0	3.0
2023	 9	23	13	18	 5.6	 10.411	 -61.212	 28.4	4.0
2023	 9	26	11	53	40.5	 10.739	 -62.445	  5.0	3.1
2023	10	 5	17	14	34.8	 10.238	 -62.216	  5.0	3.4
2023	10	12	13	54	53.6	 11.358	 -61.330	 84.7	3.4
2023	10	12	15	59	16.8	 10.904	 -62.564	 17.0	3.6
2023	10	15	06	49	40.4	 10.869	 -62.245	 35.2	3.8
2023	10	15	11	34	19.9	 10.959	 -62.636	 35.1	3.2
2023	10	21	21	20	18.5	 10.896	 -62.386	  5.0	3.3
2023	10	24	14	02	20.6	 11.407	 -62.413	 33.3	3.5
2023	10	27	18	03	 8.2	 10.035	 -63.282	 35.1	2.6
2023	11	 6	19	00	16.2	 10.569	 -62.346	 10.0	3.9
2023	11	 9	14	03	15.0	 10.504	 -62.437	 81.5	3.6
2023	11	10	23	26	26.3	 10.760	 -62.371	 25.3	3.1
2023	11	15	17	28	11.3	 10.355	 -62.686	 34.4	3.3
2023	11	23	21	54	43.2	 10.777	 -62.358	 16.3	3.3
2023	11	26	23	19	13.9	 10.146	 -62.492	  4.5	3.0
2023	12	 4	21	35	26.2	 10.626	 -62.046	  7.9	3.4
2023	12	 5	19	20	26.7	 10.637	 -62.348	  2.4	2.8
2023	12	 6	12	26	 7.4	 10.867	 -62.398	 11.9	3.2
2023	12	14	15	37	23.1	 10.816	 -62.471	  5.0	2.8
2023	12	16	13	22	31.5	 10.412	 -62.268	  4.6	3.9
2023	12	18	23	43	20.0	 10.972	 -62.362	 28.3	3.2
2023	12	21	18	52	43.0	 10.261	 -62.146	  8.6	3.2
2023	12	24	23	02	36.6	 10.549	 -62.717	 13.4	3.7
2024	 1	 1	20	31	37.8	 10.352	 -62.292	  7.2	2.9
2024	 1	 4	13	59	48.2	 11.158	 -62.085	 35.2	3.3
2024	 1	 4	14	27	29.6	 10.609	 -62.364	  7.2	2.9
2024	 1	 5	21	29	13.7	 10.849	 -62.355	 71.1	3.6
2024	 1	 6	07	12	 6.3	 11.151	 -62.241	 26.7	3.1
2024	 1	 7	12	36	28.2	 10.423	 -61.714	  2.2	3.7
2024	 1	 7	19	35	45.6	 10.511	 -62.217	 23.4	3.2
2024	 1	19	13	33	10.4	 10.101	 -62.084	 35.3	3.7
2024	 1	20	00	56	19.2	 10.129	 -62.964	 33.5	2.4
2024	 1	20	11	17	48.1	 10.488	 -62.472	107.2	2.9
2024	 1	26	09	12	29.6	 11.180	 -62.325	 33.9	3.6
2024	 1	29	02	50	59.9	 10.925	 -62.462	 33.7	2.7
2024	 1	29	04	14	 5.2	 11.042	 -62.375	  5.0	2.4
2024	 1	29	05	02	35.4	 10.766	 -62.546	229.1	2.4
2024	 1	31	16	50	51.5	 11.212	 -62.413	 20.4	3.8
2024	 2	 2	19	29	28.9	 10.382	 -62.843	 12.9	3.2
2024	 2	 3	18	33	36.8	 10.835	 -62.269	 66.7	4.9
2024	 2	 3	19	11	41.1	 10.612	 -62.348	  9.5	2.6
2024	 2	 4	21	40	21.9	 10.843	 -61.982	113.1	3.0
2024	 2	 6	02	18	 4.4	 10.876	 -62.242	 28.3	4.8
2024	 2	 6	06	25	17.6	 10.140	 -62.187	 32.5	2.5
2024	 2	 7	20	02	28.9	 10.624	 -62.267	 35.0	3.4
2024	 2	11	01	24	44.1	 10.731	 -62.241	 76.8	3.0
2024	 2	11	13	05	47.0	 11.028	 -62.336	 24.2	3.1
2024	 2	12	06	54	40.1	 10.263	 -61.516	 15.6	3.1
2024	 2	12	13	03	24.0	 10.288	 -62.545	  1.7	3.0
2024	 2	13	19	46	56.0	 10.347	 -62.201	  6.4	3.6
2024	 2	20	18	43	47.5	 10.507	 -62.335	 65.7	3.1
2024	 2	22	02	41	45.2	 10.912	 -62.347	 28.9	2.7
2024	 2	24	01	08	23.8	 10.319	 -62.474	  2.2	3.4
2024	 2	27	07	26	18.7	 11.115	 -62.009	 35.2	3.1
2024	 2	29	02	00	34.6	 10.137	 -62.314	 25.0	3.2
2024	 3	 3	13	32	23.3	 11.345	 -61.911	  5.0	2.8
2024	 3	 3	21	00	13.9	 11.044	 -62.384	 31.8	3.4
2024	 3	 4	17	47	 1.3	 10.721	 -62.493	 30.2	3.4
2024	 3	 6	00	40	48.2	 10.622	 -62.588	 25.0	3.9
2024	 3	 6	19	56	47.7	 10.977	 -62.279	 29.3	2.7
2024	 3	 9	16	17	18.3	 10.213	 -61.985	  2.7	3.0
2024	 3	10	02	16	47.5	 10.842	 -62.356	 18.6	2.9
2024	 3	10	16	38	38.5	 10.375	 -62.045	  3.4	2.9
2024	 3	10	18	50	32.0	 11.240	 -62.444	  4.3	3.0
2024	 3	10	19	47	42.3	 10.820	 -62.430	 35.2	3.2
2024	 3	14	13	06	 6.7	 11.089	 -62.432	 34.4	3.0
2024	 3	14	17	25	18.4	 10.726	 -61.152	 34.4	3.2
2024	 3	20	21	09	 6.3	 11.085	 -62.294	 14.5	3.0
2024	 3	25	07	14	53.4	 11.232	 -62.556	 13.2	3.6
2024	 4	 6	12	51	21.2	 10.856	 -62.378	120.8	3.0
2024	 4	15	20	46	19.8	 10.661	 -62.131	 26.8	3.2
2024	 4	16	19	22	55.5	 10.900	 -62.053	 35.1	3.2
2024	 5	 1	17	33	31.0	 10.611	 -62.635	 96.9	3.9
2024	 5	 1	18	13	41.1	 11.256	 -63.581	 19.1	3.3
2024	 5	 4	00	09	19.9	 10.664	 -61.781	 35.1	4.0
2024	 5	 6	23	17	29.2	 11.449	 -63.012	  5.3	2.7
2024	 5	 7	10	21	58.0	 10.083	 -61.652	  5.0	2.8
2024	 5	15	20	48	19.8	 10.397	 -61.002	 35.4	3.5
2024	 5	16	00	06	11.3	 10.253	 -62.492	 20.7	3.2
2024	 5	28	05	20	54.3	 10.401	 -62.291	 83.3	3.7
2024	 5	30	06	57	30.9	 10.472	 -61.426	  8.7	2.7
2024	 5	30	09	08	51.0	 10.582	 -61.214	 11.1	2.6
2024	 6	10	09	38	28.9	 10.211	 -62.134	 23.8	3.0
2024	 6	10	22	28	35.6	 11.089	 -62.083	113.3	3.2
2024	 6	14	13	53	58.8	 10.466	 -62.942	 21.0	3.4
2024	 6	17	10	56	56.3	 11.145	 -61.788	  7.4	2.3
2024	 6	20	10	48	36.7	 10.880	 -63.057	 11.3	3.0
2024	 6	23	03	58	 0.4	 10.615	 -62.442	 90.7	5.5
2024	 6	23	05	14	47.7	 10.564	 -62.500	 66.3	3.3
2024	 6	23	05	41	18.0	 10.657	 -62.496	 88.6	2.7
2024	 6	23	07	47	58.0	 10.642	 -62.520	 79.6	3.9
2024	 6	23	08	52	12.0	 10.625	 -62.514	 37.1	2.5
2024	 6	23	09	51	34.7	 10.643	 -62.440	 80.1	3.5
2024	 6	23	21	24	53.9	 10.598	 -62.440	 79.3	3.5
2024	 6	24	00	01	39.7	 11.077	 -62.361	 31.6	3.5
2024	 6	24	15	22	18.5	 10.700	 -62.568	 27.6	2.9
2024	 6	25	17	03	58.2	 10.812	 -62.318	 35.2	3.2
2024	 6	26	04	52	 1.3	 11.027	 -62.179	  9.1	2.9
